taxa,PC1,PC2,PC3
NC296,-70.9487939407058,58.7582039266431,-11.3914059810424
NC296A,-70.239954426375,58.7809661112536,-11.5579637377611
NC298,-63.8992385483065,52.0807105401606,-5.81683642687317
NC300,-50.3211108927292,30.3208441865754,-3.98751501971094
NC302,-59.3526864121601,48.0358307556171,-3.02289697417963
NC306,86.4666671743088,60.9386696564345,-56.7510344071847
NC310,103.392438506233,74.0246218225457,-43.9781080471405
NC314,65.3067883033339,42.1669398001651,-55.8152194465767
NC318,-18.5748601544882,-4.73294210020837,2.55862583233482
NC320,-21.3991399744999,0.89652919876255,3.42091734060148
NC324,56.462490134625,43.7465306876789,-60.5384587025446
NC326,117.528513105053,76.7234241429196,-39.4289812945399
NC328,103.201334176333,73.4814660427425,-51.422643222971
NC33,-5.47986522140412,-14.8885982976244,4.06903586037848
NC336,-67.1112213041554,58.2620475748548,-9.05215349443536
NC338,-54.3362086722355,44.6409509107565,-6.20025832387872
NC340,-49.7571358340873,31.0438280937012,-4.68402552999524
NC342,1.21311297364267,-41.7350213024098,-47.6566808309638
NC344,1.18796582003577,-45.6213186619296,-46.0054580682286
NC346,-70.7891703854933,58.7482265883557,-11.2048856491948
NC348,-62.2844093911626,51.5395471284129,-6.8063688544076
NC350,-57.5008290208819,46.1394681482438,-1.94751381080618
NC352,-67.6900328644423,57.9351186280827,-7.71036615058388
NC354,-59.1691763034154,49.8979736987928,-4.62798648409742
NC356,-50.3886404801595,30.523423358219,-3.93469069600977
NC358,-45.3469772975872,29.4375518496367,-0.503309909354616
NC360,-23.2843561522703,-10.6143031715196,-34.1068519187242
NC362,-19.1081756872093,-25.4401649193906,-41.9052686004942
NC364,-19.0951542369355,-25.4117636189922,-41.9646777436463
NC366,-23.2555951543554,3.94693739484714,-7.48564283239935
NC368,74.3477400314298,57.0829911204664,-44.0525043414212
ND246,3.65335176914948,-25.1867046335120,4.13470342782779
OH40B,11.1869718015596,-41.9858931905964,-12.9578356582431
OH43,16.2419477733921,-46.0193122326,-9.53001801605272
OH43E,13.8860881087079,-45.6768394407614,-10.3305417659388
OH603,-11.1515949997913,-1.56393233132841,-3.75119579895632
OH7B,20.7359608152233,-14.0057114565982,16.2632673037334
OS420,16.212304200344,-15.5759409009267,-0.0738958793894977
PA762,10.5229300705646,-46.3948086283428,-10.4073933156204
PA875,-4.06419839911723,-10.3253516444497,-2.20848932612403
PA880,-1.56024362299199,-13.6934087323639,2.34762409249307
PA91,11.7768776409446,-38.3191823024905,-3.67188854335865
R168,13.9509580121945,-27.5545457880370,4.30693109421562
R177,8.54293637846068,-32.0167044995842,2.45157543102884
R229,102.975210727018,72.363801707702,-42.3528900965401
R4,19.3061223018474,-19.6796173948379,-0.64015121537156
SA24,-0.703594898662374,-41.2516297208496,-16.0947491874757
SC213R,-12.4010851657022,-11.9356154973943,-2.20245750195358
SC357,-5.49647995192978,-1.79321089488020,5.34279319020146
SC55,-19.237366406373,-3.59256765716092,-3.03260065196892
SD40,28.8033303988014,-5.12119145394161,-0.70958226285873
SD44,10.3350104869093,-19.4079359188911,2.85394724098085
SG1533,1.66869554089607,-32.6097014446388,-12.1123172592343
SG18,5.84890222486968,-34.3503793527998,-12.4878681937403
T232,3.95145692118107,-1.06991428483874,13.0271089657296
T234,-1.50376288858655,-12.4989208116479,7.1270900635977
T8,-3.29559201655274,-24.7607196486377,-4.99484627151226
TX303,-20.1865356282679,2.33797860030679,0.526028213154867
TX601,-40.7940184156017,23.8748430822971,-0.412848122225787
TZI11,-27.1715655917993,17.7351223134686,-1.15925130302341
TZI16,-15.3528587818237,13.7141067166166,0.68789599813755
TZI18,-41.2080297269216,27.8476723962222,2.35062926255519
TZI25,-6.98435557401688,30.6826608249499,-4.65865285413638
U267Y,-14.7147632298656,-4.04531703253004,2.96557378555765
VA102,-1.51611495589150,-26.3495567574727,-12.7854080183772
VA14,-0.513800415408208,-28.651311518068,-4.79740920345215
VA17,-0.207081031357554,-31.3651735331075,-3.52755536758185
VA22,-5.2058941268535,-23.6283727306321,-15.1470009644988
VA35,-1.12443193681059,-30.9628747198578,-11.6370547572608
VA59,-3.72455357167687,-31.2739068526283,-21.4711526780027
VA85,7.31879645349624,-28.3979946910166,-1.07251105905450
VA99,23.7783817569035,-26.6693022554984,5.23428829560093
VAW6,-1.26603099929087,-13.3484062114633,-1.52906077244316
W117HT,0.145942527176850,-14.0180478901226,-1.24525845194359
W153R,2.85338596380134,-21.3799250255709,4.5051663647047
W182B,14.1470000927181,-28.4521210858468,4.51233793032303
W22,16.7435184133890,-24.9942042693366,10.7667535569286
W64A,16.6140476701190,-24.8878115477872,10.7740921389395
WD,1.25610306594116,-26.4277729383147,-1.92795378391553
WF9,7.62851123097954,-31.6741347715742,12.2861440872353
YU796_NS,1.34699662433452,-20.4233916125774,-7.64961084782125
A214N,16.9027957644321,19.0904405758583,41.7304837907661
A272,-24.5297777400381,1.45851083577399,4.62372715649462
A556,-4.58528970647555,-7.3903484017203,1.95053842910986
CML10,-46.162707561163,29.0471185392292,7.27958516431074
CML14,-40.978588326109,26.9796080455567,2.09690775534232
CML158Q,-41.4238493528749,25.3846162100659,4.22343369225728
CML218,-40.5190996168504,22.9462381405725,4.00125601787799
CML228,-44.9786747302242,30.6467138714318,0.451133051789263
CML258,-42.2923656579822,30.1288870412323,3.83980088707959
CML261,-40.8892056253078,26.7921874421343,2.12169011021411
CML264,-41.5290185726923,27.9107258513438,3.86896800013326
CML277,-45.3760566959173,28.6241990268460,2.18965058007941
CML281,-41.2148874414654,28.1323474754765,1.25755864797902
CML321,-42.0485838357839,24.2470081072392,1.31529515962308
CML328,-36.4765442572947,17.1971049477417,3.43922917210012
CML331,-41.2466557251068,30.5664844575549,10.4319450579670
CML341,-42.0139772252375,29.2391262283552,-1.28376759333535
CML45,-45.7654105034306,27.7562298739439,3.47209122831089
CML5,-43.2390031348159,25.8029084755381,1.11007796085174
CML61,-39.0471240369212,26.6140107069877,4.24200067765173
CML69,-44.9785070237203,28.0061777534514,2.46693740114921
IA2132,13.8670620858611,-36.1676970022158,-2.41521908447326
IA5125,17.8386930479577,-41.6628069559004,8.92640419239499
Il101,18.0798628834064,-58.4571257925532,1.88973269833174
Il14H,15.3442644900424,-55.1609921917142,2.90954806282515
Il677a,7.04877584753582,-38.3626556133053,0.288165316946652
Ki11,-37.4088080049829,22.8050507387202,4.70853583665694
Ki2021,-40.6327739621193,25.3096743402170,0.361183123876642
M162W,-17.5292680054694,-9.40098201118206,8.930247432289
MEF156-55-2,5.77067995570858,-44.8707082606238,-10.7822025481866
N6,7.95756054559302,-23.4791255524147,0.00959843752619378
NC304,-56.1966531983238,41.4640415518109,-3.67037340841022
P39,17.5620146555357,-61.8952222401827,-2.02128854131699
R109B,5.55735167556498,-11.2582043607457,4.22600779929327
Tzi10,-37.0451195330789,22.7544689216683,1.78886055771087
Tzi9,-39.877859504862,26.0282318819302,5.64526150895719
Va26,27.725552070159,-9.49597426059108,-5.85042380147245
W22_R-r:std,17.3318527115533,-24.9964184960884,10.3814938506783
