Plot,plot_id1,stock_seed_id,plot_block,plot_rep,StalkLodgingRawcount,Stand_count,Success.lodged,Failure.number_not_lodged,PC1,PC2,PC3,disease
VA59,16GD0528,Ames_32364_,30,2,0,18,0,18,-3.724553572,-31.27390685,-21.47115268,400
CML9,16GD0529,011:196-1,30,2,0,17,0,17,NA,NA,NA,560
MS1334,16GD0530,Ames_26116_,30,2,0,17,NA,NA,-0.721162342,-18.99898589,-4.435317794,2440
CQ184A,16GD0531,PI_583351_,30,2,0,1,NA,NA,NA,NA,NA,NA
NC318,16GD0532,PI_587142_,30,2,0,14,NA,NA,-18.57486015,-4.7329421,2.558625832,2565
CML218,16GD0533,Ames_27139_,30,2,41.66666667,12,5,7,-40.51909962,22.94623814,4.001256018,2120
SC213R,16GD0534,PI_587125_,30,2,0,15,0,15,-12.40108517,-11.9356155,-2.202457502,995
K55,16GD0535,Ames_27192_,30,2,6.25,16,1,15,-5.229622306,-12.35581964,-0.762540469,515
A634,16GD0536,Ames_19327_,30,2,64.70588235,17,11,6,61.47494131,20.08964619,85.20792152,2247.5
NC366,16GD0537,011:292-5,30,2,42.10526316,19,8,11,-23.25559515,3.946937395,-7.485642832,1735
NC302,16GD0538,Ames_31534_,30,2,0,20,0,20,-59.35268641,48.03583076,-3.022896974,882.5
GA209,16GD0539,Ames_19319_,30,2,0,6,0,6,-1.726534304,-12.33675535,5.102801329,NA
CQ174,16GD0540,Ames_27160_,30,2,0,4,NA,NA,NA,NA,NA,1240
NC328,16GD0541,91:119-1,31,2,0,13,NA,NA,103.2013342,73.48146604,-51.42264322,625
H95,16GD0542,Ames_10248_,31,2,0,16,NA,NA,2.121193983,-25.40776909,-9.476270811,705
CI90C,16GD0543,Ames_27147_,31,2,0,19,0,19,-4.239407335,-8.433343912,3.569782141,547.5
FR4326,16GD0544,Ames_27179_,31,2,0,16,0,16,NA,NA,NA,385
TX303,16GD0545,Ames_19308_,31,2,0,16,0,16,-20.18653563,2.3379786,0.526028213,912.5
VA14,16GD0546,Ames_22754_,31,2,0,17,0,17,-0.513800415,-28.65131152,-4.797409203,560
CO109,16GD0547,NSL_53083_,31,2,27.27272727,11,3,8,NA,NA,NA,720
NC33,16GD0548,Ames_27086_,31,2,0,18,0,18,-5.479865221,-14.8885983,4.06903586,817.5
A679,16GD0549,Ames_27155_,31,2,5.882352941,17,1,16,97.46308958,60.78564834,-41.57077115,802.5
MO46,16GD0550,011:196-1,31,2,6.666666667,15,1,14,8.327747424,-11.2113328,-4.943436049,787.5
CI3A,16GD0551,Ames_24752_,31,2,0,18,0,NA,7.720562595,-20.89768627,8.367149853,950
CQ184A,16GD0552,PI_595530_,31,2,0,1,NA,NA,NA,NA,NA,NA
F6,16GD0553,Ames_19016_,31,2,31.57894737,19,6,13,-8.278925039,-8.908372944,-2.777179673,1720
R229,16GD0554,Ames_12734_,31,2,0,18,0,18,102.9752107,72.36380171,-42.3528901,705
W64A,16GD0555,Ames_27067_,31,2,0,18,NA,NA,16.61404767,-24.88781155,10.77409214,607.5
A441-5,16GD0556,011:292-5,31,2,0,0,NA,NA,-12.33124228,-4.955325971,1.215081436,NA
CML220,16GD0557,Ames_27110_,31,2,11.11111111,18,2,16,-39.59909215,25.10756214,6.812669432,1415
B84,16GD0558,Ames_27196_,31,2,0,16,0,16,68.95123238,28.00644325,5.301944346,480
CML154Q,16GD0559,Ames_22443_,32,2,0,9,NA,NA,-42.05332425,27.04224483,4.456096054,1895
HI27,16GD0560,Ames_27259_,32,2,0,16,NA,NA,-18.01386598,27.54877864,26.29186695,2022.5
FR4326,16GD0561,Ames_28365_,32,2,0,17,0,17,NA,NA,NA,402.5
TZI8,16GD0562,Ames_27062_,32,2,25,20,5,15,NA,NA,NA,2165
CML254,16GD0563,Ames_27112_,32,2,26.31578947,19,5,14,-42.67560866,26.37222028,1.56523368,1190
CML328,16GD0564,Ames_27114_,32,2,0,20,0,20,-36.47654426,17.19710495,3.439229172,950
SD40,16GD0565,PI_606330_,32,2,0,16,0,16,28.8033304,-5.121191454,-0.709582263,402.5
R4,16GD0566,Ames_27261_,32,2,0,13,0,13,19.3061223,-19.67961739,-0.640151215,785
CQ184A,16GD0567,PI_517974_,32,2,0,0,NA,NA,NA,NA,NA,NA
CO125,16GD0568,011:254-2,32,2,0,11,NA,NA,2.966754614,-15.11390052,-1.360064838,640
H105W,16GD0569,PI_550465_,32,2,6.666666667,15,1,14,46.59322518,8.867171673,70.20243403,2037.5
NC362,16GD0570,011:292-5,32,2,0,15,0,15,-19.10817569,-25.44016492,-41.9052686,1735
CML247,16GD0571,91:536bulk,32,2,11.11111111,18,2,16,-48.263123,26.12204373,6.505800619,847.5
B164,16GD0572,Ames_22748_,32,2,10.52631579,19,2,17,17.10287692,-11.84485125,3.922865881,945
T8,16GD0573,PI_506255_,32,2,5.882352941,17,1,16,-3.295592017,-24.76071965,-4.994846272,625
NC326,16GD0574,Ames_27096_,32,2,0,17,0,17,117.5285131,76.72342414,-39.42898129,607.5
PA91,16GD0575,Ames_27153_,32,2,0,14,0,14,11.77687764,-38.3191823,-3.671888543,337.5
F7,16GD0576,011:196-1,32,2,0,10,0,10,-2.765921552,-31.23388411,-2.787474703,1670
MS71,16GD0577,PI_587137_,33,2,0,17,0,17,12.09010508,-21.2396621,7.008893024,465
R168,16GD0578,Ames_19326_,33,2,20,15,3,12,13.95095801,-27.55454579,4.306931094,867.5
B75,16GD0579,PI_608774_,33,2,0,16,0,16,11.00776858,-17.10043718,2.076878176,225
B73,16GD0580,011:1002-4,33,2,0,16,NA,NA,121.3614021,78.3082649,-44.57608555,932.5
OH7B,16GD0581,Ames_19323_,33,2,0,16,0,16,20.73596082,-14.00571146,16.2632673,1475
FR4326,16GD0582,011:292-5,33,2,0,18,0,18,NA,NA,NA,355
38-11,16GD0583,Ames_31535_,33,2,0,20,0,20,17.20229026,-25.8778891,-5.020730623,1492.5
NC262,16GD0584,PI_531085_,33,2,6.25,16,1,15,-0.6497355,-44.21865023,-48.79814265,467.5
NC294,16GD0585,Ames_27143_,33,2,0,14,0,14,80.92948,51.50079358,-61.17232308,850
CQ184A,16GD0586,011:196-2,33,2,0,10,NA,NA,NA,NA,NA,1157.5
A661,16GD0587,PI_607521_,33,2,29.41176471,17,5,12,7.969925677,-18.39805885,5.329652759,2215
CQ184A,16GD0588,011:196-1,33,2,0,0,NA,NA,NA,NA,NA,NA
CML341,16GD0589,Ames_27102_,33,2,0,18,0,18,-42.01397723,29.23912623,-1.283767593,1815
L317,16GD0590,NSL_65873_,33,2,10,20,2,18,0.897919085,-24.81822207,8.684194975,1525
NC334,16GD0591,Ames_27163_,33,2,47.36842105,19,9,10,NA,NA,NA,2582.5
A632,16GD0592,PI_587140_,33,2,26.31578947,19,5,14,69.05054986,19.62540012,92.75056354,1925
W117HT,16GD0593,Ames_8399_,33,2,12.5,16,2,14,0.145942527,-14.01804789,-1.245258452,2007.5
A619,16GD0594,PI_587139_,33,2,6.25,16,1,15,13.6116358,-45.65231434,-8.615151613,1685
CML69,16GD0595,Ames_28184_,34,2,13.33333333,15,2,13,-44.97850702,28.00617775,2.466937401,1077.5
EP1,16GD0596,Ames_27111_,34,2,5.882352941,17,1,16,-7.904623468,-23.69667769,-3.925190108,1752.5
NC372,16GD0597,Ames_27182_,34,2,10.52631579,19,2,17,NA,NA,NA,1092.5
B10,16GD0598,NSL_65865_,34,2,40,15,6,9,44.46315045,12.3651405,20.91410097,785
Ia5125,16GD0599,PI_587135_,34,2,46.66666667,15,7,8,17.83869305,-41.66280696,8.926404192,1127.5
NC308,16GD0600,Ames_27150_,34,2,0,20,0,20,NA,NA,NA,755
FR4326,16GD0601,011:292-5,34,2,0,15,0,15,NA,NA,NA,290
IDS28,16GD0602,Ames_24575_,34,2,0,19,0,19,2.145709954,-35.51288758,-8.254552567,1027.5
NC338,16GD0603,Ames_27165_,34,2,25,16,4,12,-54.33620867,44.64095091,-6.200258324,1030
N28HT,16GD0604,Ames_27138_,34,2,0,18,NA,NA,32.60653528,6.235610416,8.680811919,1207.5
CM105,16GD0605,PI_587124_,34,2,0,16,NA,NA,60.41833459,11.74798859,78.01715105,2135
MO1W,16GD0606,PI_558520_,34,2,0,19,0,19,-6.488908193,-17.76534618,14.64594207,675
CQ184A,16GD0607,011:196-1,34,2,0,1,0,1,NA,NA,NA,NA
CM7,16GD0608,Ames_27070_,34,2,0,18,0,18,3.155041535,-19.64861389,3.907612291,935
N6,16GD0609,Ames_27137_,34,2,0,17,NA,NA,7.957560546,-23.47912555,0.009598438,722.5
VA22,16GD0610,Ames_19328_,34,2,0,18,0,18,-5.205894127,-23.62837273,-15.14700096,480
A214N,16GD0611,Ames_31536_,34,2,35.71428571,14,5,9,16.90279576,19.09044058,41.73048379,1157.5
CI187-2,16GD0612,Ames_26138_,34,2,64.28571429,14,9,5,24.45758619,-8.019804657,-21.3981206,1107.5
W182B,16GD0613,Ames_19330_,35,2,5.263157895,19,1,18,14.14700009,-28.45212109,4.51233793,1125
NC316,16GD0614,Ames_27154_,35,2,0,18,NA,NA,NA,NA,NA,1077.5
VA85,16GD0615,Ames_27193_,35,2,5.263157895,19,1,18,7.318796453,-28.39799469,-1.072511059,192.5
OH43,16GD0616,Ames_19288_,35,2,12.5,16,2,14,16.24194777,-46.01931223,-9.530018016,1557.5
81-1,16GD0617,NSL_8581_,35,2,0,14,0,14,NA,NA,NA,642.5
NC358,16GD0618,Ames_27175_,35,2,0,20,0,20,-45.3469773,29.43755185,-0.503309909,1397.5
FR4326,16GD0619,61:308-1,35,2,0,2,0,2,NA,NA,NA,NA
NC264,16GD0620,PI_520774_,35,2,25,16,4,12,-25.4276627,-1.405760107,3.483882038,1172.5
WF9,16GD0621,Ames_19293_,35,2,18.75,16,3,13,7.628511231,-31.67413477,12.28614409,580
NC258,16GD0622,PI_531084_,35,2,0,20,0,20,3.768505811,-46.97765857,-42.22736819,402.5
H99,16GD0623,PI_587129_,35,2,58.82352941,17,10,7,5.836814934,-25.84988198,-7.65478989,337.5
NC292,16GD0624,Ames_27142_,35,2,0,19,0,19,NA,NA,NA,932.5
VA35,16GD0625,PI_587150_,35,2,0,20,0,20,-1.124431937,-30.96287472,-11.63705476,865
CQ184A,16GD0626,011:196-1,35,2,0,1,0,1,NA,NA,NA,NA
MO17,16GD0627,PI_558532_,35,2,0,20,0,20,7.818376191,-32.1236089,-37.05950662,435
B77,16GD0628,PI_608765_,35,2,0,18,0,18,-4.300112949,-19.77066863,-6.009509225,995
NC260,16GD0629,Ames_27140_,35,2,0,0,NA,NA,8.35270998,-20.67108907,-8.487415894,NA
MO47,16GD0630,PI_583352_,35,2,0,20,0,20,-0.621237958,2.78509242,1.827147717,1042.5
PA875,16GD0631,Ames_27185_,36,2,0,17,0,17,-4.064198399,-10.32535164,-2.208489326,NA
4226,16GD0632,NSL_30904_,36,2,0,14,0,14,2.279690532,-14.81932647,2.458954472,1155
A554,16GD0633,PI_587138_,36,2,0,19,0,19,2.416816362,-18.52687169,2.016587127,900
OH43E,16GD0634,Ames_27183_,36,2,0,18,0,18,13.88608811,-45.67683944,-10.33054177,977.5
NC330,16GD0635,Ames_27161_,36,2,0,19,0,19,NA,NA,NA,467.5
L578,16GD0636,Ames_27132_,36,2,0,19,0,19,-16.16367433,1.37733409,-5.124291298,1285
KI43,16GD0637,Ames_27126_,36,2,0,0,NA,NA,-39.79411834,20.00301782,1.636327476,NA
IL14H,16GD0638,Ames_27118_,36,2,25,16,4,12,15.34426449,-55.16099219,2.909548063,947.5
TX601,16GD0639,Ames_22763_,36,2,8.333333333,12,1,11,-40.79401842,23.87484308,-0.412848122,1780
CQ184A,16GD0640,011:196-1,36,2,0,0,0,0,NA,NA,NA,NA
CI21E,16GD0641,CIze_21_,36,2,5.263157895,19,1,18,23.91155959,-2.874549031,9.064567786,1057.5
MOG,16GD0642,Ames_27136_,36,2,0,19,0,19,2.498126111,-21.80138186,10.27345495,870
HY,16GD0643,Ames_26808_,36,2,0,17,0,17,33.27275632,-8.973169692,3.033698006,885
FR4326,16GD0644,011:292-5,36,2,0,17,0,17,NA,NA,NA,452.5
NC310,16GD0645,Ames_27151_,36,2,6.25,16,1,15,103.3924385,74.02462182,-43.97810805,835
NC370,16GD0646,Ames_27181_,36,2,0,21,0,21,NA,NA,NA,1107.5
CML314,16GD0647,Ames_27094_,36,2,0,14,0,14,-41.75760674,22.72273517,5.054676221,1077.5
KI11,16GD0648,Ames_27124_,36,2,16.66666667,18,3,15,-37.408808,22.80505074,4.708535837,1332.5
VA26,16GD0649,Ames_27157_,37,2,12.5,16,2,14,27.72555207,-9.495974261,-5.850423801,882.5
NC320,16GD0650,Ames_27176_,37,2,0,18,0,18,-21.39913997,0.896529199,3.420917341,1042.5
B109,16GD0651,Ames_27038_,37,2,0,17,0,17,98.17872797,62.17581045,-34.34727972,947.5
W401,16GD0652,011:196-1,37,2,11.76470588,17,2,15,NA,NA,NA,627.5
K64,16GD0653,PI_506248_,37,2,11.76470588,17,2,15,0.548189601,-15.75984487,8.655854412,1010
A556,16GD0654,Ames_27093_,37,2,0,17,0,17,-4.585289706,-7.390348402,1.950538429,1252.5
M162W,16GD0655,Ames_26787_,37,2,0,19,0,19,-17.52926801,-9.400982011,8.930247432,930
CQ184A,16GD0656,Ames_27092_,37,2,0,0,1,-1,NA,NA,NA,NA
T234,16GD0657,PI_573098_,37,2,0,16,0,16,-1.503762889,-12.49892081,7.127090064,977.5
FR4326,16GD0658,91:174-1,37,2,12.5,16,2,14,NA,NA,NA,467.5
CML14,16GD0659,NSL_53094_,37,2,18.75,16,3,13,-40.97858833,26.97960805,2.096907755,802.5
M37W,16GD0660,011:292-5,37,2,0,2,0,2,-19.55902244,1.108791604,7.344123848,1095
NC352,16GD0661,NSL_81599_,37,2,0,13,0,13,-67.69003286,57.93511863,-7.710366151,1205
CQ184A,16GD0662,Ames_27101_,37,2,0,0,0,0,NA,NA,NA,NA
NC342,16GD0663,Ames_24734_,37,2,0,15,0,15,1.213112974,-41.7350213,-47.65668083,642.5
KY228,16GD0664,PI_543916_,37,2,25,4,1,3,1.949660594,-11.20373122,2.20632367,NA
H84,16GD0665,PI_506253_,37,2,0,16,0,16,33.90131631,-2.35197963,-7.357587307,607.5
CQ184A,16GD0666,Ames_27189_,37,2,0,0,0,0,NA,NA,NA,NA
SC55,16GD0667,011:196-1,38,2,0,19,0,19,-19.23736641,-3.592567657,-3.032600652,1012.5
TZI18,16GD0668,PI_587128_,38,2,0,0,0,0,-41.20802973,27.8476724,2.350629263,NA
MP339,16GD0669,PI_587136_,38,2,0,20,0,20,-13.61674576,-0.172696925,7.900554165,467.5
MS153,16GD0670,Ames_27167_,38,2,0,17,0,17,10.6946933,-26.65811566,2.655153295,1220
CML333,16GD0671,2:277-2,38,2,0,12,0,12,-35.03320134,22.29718081,3.22450145,1847.5
A659,16GD0672,Ames_27172_,38,2,0,16,0,16,11.4980658,-20.49533534,8.063083815,1477.5
FR4326,16GD0673,Ames_27133_,38,2,7.142857143,14,1,13,NA,NA,NA,467.5
SC357,16GD0674,Ames_27074_,38,2,40,15,6,9,-5.496479952,-1.793210895,5.34279319,882.5
H101,16GD0675,011:292-2,38,2,0,2,0,2,NA,NA,NA,1032.5
OH603,16GD0676,Ames_27190_,38,2,0,19,0,19,-11.151595,-1.563932331,-3.751195799,562.5
CML281,16GD0677,011:196-1,38,2,23.52941176,17,4,13,-41.21488744,28.13234748,1.257558648,1685
H49,16GD0678,Ames_27134_,38,2,0,17,0,17,1.324741808,-24.45030366,16.29930541,675
CML311,16GD0679,Ames_23450_,38,2,20,10,2,8,-34.85200353,17.40966601,5.293541957,NA
TZI10,16GD0680,Ames_27121_,38,2,0,14,0,14,-37.04511953,22.75446892,1.788860558,2245
CQ184A,16GD0681,Ames_27194_,38,2,0,0,1,-1,NA,NA,NA,NA
CMV3,16GD0682,PI_597927_,38,2,0,13,0,13,7.900201973,-21.84917371,18.34705709,2582.5
NC360,16GD0683,Ames_27156_,38,2,0,19,0,19,-23.28435615,-10.61430317,-34.10685192,1767.5
NC322,16GD0684,PI_587149_,38,2,12.5,16,2,14,NA,NA,NA,2437.5
